id,label,L,a,b
1108,Brown,15,11,-2
1109,Brown,15,9,0
1110,Brown,24,6,0
1111,Brown,28,9,2
1112,Brown,20,10,2
1113,Black,15,0,-16
1114,Black,15,1,-11
1115,Black,16,1,-14
1116,Black,23,0,-17
1117,Black,17,0,-12
1118,Black,16,0,-12
1119,Brown,25,14,-8
1120,Brown,30,20,0
1121,Brown,22,14,-6
1122,Brown,20,10,1
1123,Brown,14,9,-2
1124,Brown,21,6,-10
1125,Brown,14,5,5
1126,Brown,16,9,6
1127,Brown,19,10,8
1128,Black,15,-5,-9
1129,Black,10,-3,-6
1130,Black,9,-4,-6
1131,Black,10,-2,-9
1132,Black,13,-3,-8
1133,Black,12,0,-8
1134,Brown,14,17,1
1135,Brown,16,18,4
1136,Brown,16,14,-8
1137,Brown,15,6,8
1138,Brown,16,10,7
1139,Brown,15,8,3
1140,Brown,14,12,7
1141,Brown,20,15,11
1142,Brown,14,14,8
1143,Black,3,0,-5
1144,Black,4,-2,-3
1145,Black,9,2,-16
1146,Black,12,-3,-10
1147,Black,2,2,-2
1148,Black,9,0,-11
1149,Brown,20,20,-3
1150,Brown,21,28,15
1151,Brown,16,22,-6
1152,Brown,18,11,7
1153,Brown,16,9,9
1154,Brown,14,9,5
1155,Brown,11,10,11
1156,Brown,19,15,13
1157,Brown,16,13,11
1158,Black,20,-2,-15
1159,Black,2,2,-2
1160,Black,29,-3,-21
1161,Black,6,2,-9
1162,Black,3,0,-2
1163,Black,4,0,-6
1164,Brown,20,16,-6
1165,Brown,20,29,15
1166,Brown,20,13,-12
1167,Brown,23,1,-3
1168,Brown,14,7,5
1169,Brown,12,4,-4
1170,Brown,13,11,9
1171,Brown,15,15,13
1172,Brown,16,15,14
1173,Black,20,-3,-15
1174,Black,5,2,-5
1175,Black,4,2,-3
1176,Black,6,0,-8
1177,Black,3,0,-3
1178,Black,4,0,-7
1179,Brown,17,21,2
1180,Brown,18,28,12
1181,Brown,22,16,-11
1182,Brown,14,9,9
1183,Brown,14,11,8
1184,Brown,14,5,0
1185,Brown,12,14,9
1186,Brown,16,15,11
1187,Brown,13,15,9
1188,Black,14,-4,-10
1189,Black,4,-2,-2
1190,Black,4,0,-2
1191,Black,3,0,-2
1192,Black,2,0,-2
1193,Black,4,-2,-7
1194,Brown,14,21,6
1195,Brown,17,22,11
1196,Brown,15,18,7
1197,Brown,16,7,10
1198,Brown,14,11,10
1199,Brown,12,13,9
1200,Red,27,26,0
1201,Red,14,30,5
1202,Red,15,30,6
1203,Purple,25,15,-22
1204,Purple,11,21,-28
1205,Purple,9,18,-25
1206,Silver,43,-5,-14
1207,Silver,44,-2,-18
1208,Silver,46,-3,-17
1209,Gold,45,-7,4
1210,Gold,48,-8,8
1211,Gold,62,-7,4
1212,Red,36,27,-11
1213,Red,31,34,-12
1214,Red,26,34,-11
1215,Purple,31,20,-38
1216,Purple,32,24,-46
1217,Purple,29,22,-42
1218,Silver,64,-4,-20
1219,Silver,58,-4,-20
1220,Silver,73,-6,-11
1221,Gold,51,-7,9
1222,Gold,56,-7,10
1223,Gold,66,-7,7
1224,Red,15,27,11
1225,Red,11,29,10
1226,Red,10,27,10
1227,Purple,17,13,-18
1228,Purple,4,11,-22
1229,Purple,20,9,-14
1230,Silver,28,-1,-14
1231,Silver,26,-1,-15
1232,Silver,34,-3,-4
1233,Gold,27,-5,10
1234,Gold,17,-2,10
1235,Gold,36,-5,8
1236,Red,35,19,-4
1237,Red,18,30,-8
1238,Red,24,25,-8
1239,Purple,33,12,-29
1240,Purple,18,18,-39
1241,Purple,29,11,-30
1242,Silver,60,-6,-17
1243,Silver,58,-5,-16
1244,Silver,58,-5,-18
1245,Gold,60,-8,4
1246,Gold,60,-8,4
1247,Gold,60,-8,4
1248,Red,43,34,6
1249,Red,30,54,11
1250,Red,30,52,11
1251,Purple,62,16,-15
1252,Purple,44,25,-31
1253,Purple,30,29,-38
1254,Silver,76,0,-7
1255,Silver,72,-2,-13
1256,Silver,75,0,-9
1257,Gold,78,-3,16
1258,Gold,85,-6,15
1259,Gold,78,-3,16
1260,Red,44,35,7
1261,Red,29,50,13
1262,Red,30,47,7
1263,Purple,38,25,-32
1264,Purple,61,14,-12
1265,Purple,39,23,-27
1266,Silver,68,-1,-7
1267,Silver,63,-3,-12
1268,Silver,60,-2,-10
1269,Gold,63,-6,20
1270,Gold,56,-5,21
1271,Gold,72,-2,15
1272,Red,53,30,1
1273,Red,36,52,11
1274,Red,34,46,5
1275,Purple,64,13,-12
1276,Purple,41,29,-37
1277,Purple,28,34,-46
1278,Silver,73,-3,-6
1279,Silver,67,-2,-11
1280,Silver,71,-1,-7
1281,Gold,68,-8,18
1282,Gold,67,-8,18
1283,Gold,69,-6,16
1284,Red,21,29,0
1285,Red,15,28,-1
1286,Red,21,26,-1
1287,Purple,21,10,-10
1288,Purple,9,10,-12
1289,Purple,13,8,-11
1290,Silver,31,0,3
1291,Silver,29,1,2
1292,Silver,36,0,3
1293,Gold,30,-1,12
1294,Gold,28,-1,13
1295,Gold,43,-2,12
1296,Red,41,40,7
1297,Red,38,47,6
1298,Red,43,37,-3
1299,Purple,56,19,-20
1300,Purple,55,20,-24
1301,Purple,45,21,-27
1302,Silver,78,-3,-6
1303,Silver,76,-3,-13
1304,Silver,73,-2,-9
1305,Gold,84,-8,16
1306,Gold,85,-9,17
1307,Gold,83,-6,14
1308,Red,43,38,16
1309,Red,33,58,28
1310,Red,27,51,20
1311,Purple,53,19,-21
1312,Purple,23,39,-47
1313,Purple,21,38,-47
1314,Silver,68,-2,-3
1315,Silver,63,-2,-10
1316,Silver,65,-3,-3
1317,Gold,65,-6,20
1318,Gold,62,-8,25
1319,Gold,69,-7,19
1320,Red,33,58,28
